,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
1288,We appreciate your patience.,Pragmatic Prosody,Sarcasm,Customer Service,40021,1,We *appreciate* your patience!,Genuinely acknowledges and values the customer's patience.,Wir wissen Ihre Geduld sehr zu schätzen.,data/pragmatic_prosody/wavs/40021/40021_1_2.wav,We _appreciate_ your _patience_...,Implying that the patience is taken for granted or that the customer has been waiting for an excessively long time.,Ihre Geduld nehmen wir wohl als selbstverständlich hin.,data/pragmatic_prosody/wavs/40021/40021_2_5.wav
1289,That's a very unique issue.,Pragmatic Prosody,Sarcasm,Customer Service,40023,1,That's a *very* unique issue!,Expresses genuine surprise and interest in the unusual problem.,Das ist ein wirklich einzigartiges Problem.,data/pragmatic_prosody/wavs/40023/40023_1_3.wav,That's a _very_ unique issue...,Sarcastically indicating that the issue is common or trivial.,Das ist ein besonders einzigartiges Problem.,data/pragmatic_prosody/wavs/40023/40023_2_5.wav
1290,Sorry for any inconvenience this has caused.,Pragmatic Prosody,Sarcasm,Customer Service,40024,1,Sorry for any *inconvenience* this has caused!,Genuinely apologizes for the trouble caused to the customer.,"Entschuldigung für alle Unannehmlichkeiten, die dadurch entstanden sind.",data/pragmatic_prosody/wavs/40024/40024_1_2.wav,Sorry for any _inconvenience_ this has caused...,Indicates a lack of genuine concern about the inconvenience.,"Wenn das irgendwelche Unannehmlichkeiten verursacht hat, tut es mir leid.",data/pragmatic_prosody/wavs/40024/40024_2_1.wav
1291,Your call is very important to us.,Pragmatic Prosody,Sarcasm,Customer Service,40025,2,Your call is *very* important to us!,Sincerely values the customer's call and want to help.,Ihr Anruf ist uns sehr wichtig.,data/pragmatic_prosody/wavs/40025/40025_1_4.wav,Your call is _very_ important... to us.,Conveys that the customer's call is not actually important and is routine.,"Ihr Anruf ist uns sehr wichtig, wirklich.",data/pragmatic_prosody/wavs/40025/40025_2_1.wav
1292,I'll transfer you to my supervisor.,Pragmatic Prosody,Sarcasm,Customer Service,40026,1,I'll transfer you to my *supervisor*!,Sincerely intends to escalate the issue for better assistance.,Ich verbinde Sie gern mit meinem Vorgesetzten.,data/pragmatic_prosody/wavs/40026/40026_1_5.wav,I'll _transfer you_... to my supervisor.,Implies passing the problem onto someone else without enthusiasm.,Ich verbinde Sie mit meinem Vorgesetzten.,data/pragmatic_prosody/wavs/40026/40026_2_1.wav
1294,Your outfit looks amazing.,Pragmatic Prosody,Sarcasm,Social Media Posts,40031,1,Your outfit looks *amazing*!,Sincerely complimenting someone's outfit.,Dein Outfit sieht großartig aus.,data/pragmatic_prosody/wavs/40031/40031_1_4.wav,Your outfit looks _amazing_...,Sarcastically saying the outfit looks bad.,Dein Outfit sieht ja erstaunlich aus.,data/pragmatic_prosody/wavs/40031/40031_2_1.wav
1295,Can't wait to see that post.,Pragmatic Prosody,Sarcasm,Social Media Posts,40036,1,Can't wait to see *that* post!,Indicating genuine excitement to see an upcoming post.,"Ich kann es kaum erwarten, diesen Beitrag zu sehen.",data/pragmatic_prosody/wavs/40036/40036_1_0.wav,Can't wait to see _that_ post...,Sarcastically expressing that they have no interest in seeing the post.,"Oh ja, ich bin sooo gespannt auf diesen Beitrag.",data/pragmatic_prosody/wavs/40036/40036_2_5.wav
1296,Your homework is perfectly done.,Pragmatic Prosody,Sarcasm,Teaching/Education,40040,1,Your homework is *perfectly* done!,Indicates genuine praise for the quality of the homework.,Ihre Hausaufgaben sind wirklich perfekt gemacht.,data/pragmatic_prosody/wavs/40040/40040_1_5.wav,Your homework is _perfectly_ done...,Implies sarcasm and that the homework is actually far from perfect.,Ihre Hausaufgaben sind ja perfekt gemacht.,data/pragmatic_prosody/wavs/40040/40040_2_1.wav
1298,You definitely understood this topic.,Pragmatic Prosody,Sarcasm,Teaching/Education,40042,1,You definitely *understood* this topic!,Indicates genuine belief that the student comprehended the topic well.,Du hast dieses Thema wirklich verstanden.,data/pragmatic_prosody/wavs/40042/40042_1_3.wav,You definitely _understood_ this topic...,Implies sarcasm and that the student did not understand the topic at all.,Du hast dieses Thema definitiv verstanden.,data/pragmatic_prosody/wavs/40042/40042_2_1.wav
1299,You worked really hard on this project.,Pragmatic Prosody,Sarcasm,Teaching/Education,40044,1,You worked *really hard* on this project!,Indicates genuine recognition of the student's effort on the project.,Du hast wirklich hart an diesem Projekt gearbeitet.,data/pragmatic_prosody/wavs/40044/40044_1_3.wav,You worked _really hard_ on this project...,Implies sarcasm and that minimal effort was put into the project.,Du hast ja wirklich hart an diesem Projekt gearbeitet.,data/pragmatic_prosody/wavs/40044/40044_2_1.wav
1300,That solution was very creative.,Pragmatic Prosody,Sarcasm,Teaching/Education,40046,1,That solution was *very* creative!,Indicates genuine admiration for the creativity in the solution.,Diese Lösung war wirklich sehr kreativ.,data/pragmatic_prosody/wavs/40046/40046_1_5.wav,That solution was _very_ creative...,Implies sarcasm and that the solution was not creative or effective.,Diese Lösung war ja sehr kreativ.,data/pragmatic_prosody/wavs/40046/40046_2_2.wav
1301,You really nailed that exam.,Pragmatic Prosody,Sarcasm,Teaching/Education,40047,1,You really *nailed* that exam!,Indicates genuine praise for excellent performance in the exam.,Du hast diese Prüfung wirklich hervorragend bestanden.,data/pragmatic_prosody/wavs/40047/40047_1_3.wav,You really _nailed_ that exam...,Implies sarcasm and that the exam performance was poor.,Du hast diese Prüfung wirklich nicht bestanden.,data/pragmatic_prosody/wavs/40047/40047_2_4.wav
1302,Your presentation was outstanding.,Pragmatic Prosody,Sarcasm,Teaching/Education,40049,1,Your presentation was *outstanding*!,Indicates genuine admiration for the high quality of the presentation.,Ihre Präsentation war hervorragend.,data/pragmatic_prosody/wavs/40049/40049_1_3.wav,Your presentation was _outstanding_...,Implies sarcasm and that the presentation was subpar.,Ihre Präsentation war ja wirklich umwerfend.,data/pragmatic_prosody/wavs/40049/40049_2_1.wav
1303,You're really good at this.,Pragmatic Prosody,Sarcasm,Parenting,40050,2,You're *really* good at this!,Indicates genuine praise for accomplishing a task.,Du bist echt gut darin.,data/pragmatic_prosody/wavs/40050/40050_1_0.wav,You're _really_ good at this...,"Implies sarcasm, suggesting inadequacy in completing the task.",Du bist richtig gut darin.,data/pragmatic_prosody/wavs/40050/40050_2_5.wav
1304,That drawing is beautiful.,Pragmatic Prosody,Sarcasm,Parenting,40051,2,That drawing is *beautiful*!,Sincerely praises the child's drawing.,Diese Zeichnung ist wunderschön.,data/pragmatic_prosody/wavs/40051/40051_1_5.wav,That drawing is _beautiful_...,Sarcastically implies the drawing is far from beautiful.,Diese Zeichnung ist ja schön.,data/pragmatic_prosody/wavs/40051/40051_2_0.wav
1305,That's an interesting idea.,Pragmatic Prosody,Sarcasm,Parenting,40054,1,That's an *interesting* idea!,Genuinely appreciates the creativity of the idea.,Das ist wirklich eine interessante Idee.,data/pragmatic_prosody/wavs/40054/40054_1_3.wav,That's an _interesting_ idea...,Sarcastically suggests the idea is bad or foolish.,Das ist ja eine interessante Idee.,data/pragmatic_prosody/wavs/40054/40054_2_1.wav
1306,You're so mature.,Pragmatic Prosody,Sarcasm,Parenting,40055,2,You're so *mature*!,Sincerely acknowledges the child's mature behavior.,Du bist wirklich sehr reif.,data/pragmatic_prosody/wavs/40055/40055_1_2.wav,You're so _mature_...,Sarcastically suggests the child is acting immaturely.,Du bist ja so reif.,data/pragmatic_prosody/wavs/40055/40055_2_0.wav
1307,Thanks for helping out today.,Pragmatic Prosody,Sarcasm,Friendship,40060,1,Thanks for *helping out* today!,Indicates genuine gratitude for the assistance provided.,"Danke, dass du heute geholfen hast.",data/pragmatic_prosody/wavs/40060/40060_1_5.wav,_Thanks_ for helping out... _today_.,Implies fake gratitude and that the help was minimal or not useful.,"Tja, danke für die Hilfe heute.",data/pragmatic_prosody/wavs/40060/40060_2_1.wav
1308,You're such a great friend.,Pragmatic Prosody,Sarcasm,Friendship,40061,1,You're *such* a great friend!,Indicates heartfelt appreciation for the friend's qualities.,Du bist wirklich ein toller Freund.,data/pragmatic_prosody/wavs/40061/40061_1_3.wav,_You're_ such a _great_ friend...,Implies sarcasm and suggests the person is not a good friend at all.,Du bist ja ein ganz toller Freund.,data/pragmatic_prosody/wavs/40061/40061_2_1.wav
1309,That was really thoughtful of you.,Pragmatic Prosody,Sarcasm,Friendship,40062,2,That was *really thoughtful* of you!,Indicates genuine appreciation for a kind action.,Das war wirklich sehr aufmerksam von dir.,data/pragmatic_prosody/wavs/40062/40062_1_2.wav,That was _really thoughtful_ of you...,"Implies insincerity, suggesting the action was not thoughtful at all.",Das war ja echt aufmerksam von dir.,data/pragmatic_prosody/wavs/40062/40062_2_2.wav
1310,I can always count on you.,Pragmatic Prosody,Sarcasm,Friendship,40063,2,I can *always* count on you!,Indicates sincere trust and reliability in the friend.,Ich kann wirklich immer auf dich zählen.,data/pragmatic_prosody/wavs/40063/40063_1_5.wav,I can... _always_ count on _you_...,"Implies sarcasm, suggesting the person is unreliable.",Auf dich ist ja nie Verlass.,data/pragmatic_prosody/wavs/40063/40063_2_4.wav
1311,That's a very generous offer.,Pragmatic Prosody,Sarcasm,Friendship,40065,1,That's a *very generous* offer!,Indicates genuine appreciation of the friend's generosity.,Das ist ein sehr großzügiges Angebot.,data/pragmatic_prosody/wavs/40065/40065_1_3.wav,That's a... _very generous_ offer...,"Implies mock appreciation, suggesting the offer is not generous at all.",Das ist ein ziemlich großzügiges Angebot.,data/pragmatic_prosody/wavs/40065/40065_2_4.wav
1312,You're a real lifesaver.,Pragmatic Prosody,Sarcasm,Friendship,40067,2,You're a real *lifesaver*!,Indicates genuine gratitude for friend's crucial help.,Du bist ein echter Lebensretter.,data/pragmatic_prosody/wavs/40067/40067_1_3.wav,You're a... _real_ lifesaver...,"Implies sarcasm, suggesting the help was trivial or unnecessary.",Du bist ja ein richtiger Lebensretter.,data/pragmatic_prosody/wavs/40067/40067_2_1.wav
1313,You're always there for me.,Pragmatic Prosody,Sarcasm,Friendship,40068,1,You're always *there* for me!,Indicates genuine appreciation for the friend's reliability.,Du bist immer für mich da.,data/pragmatic_prosody/wavs/40068/40068_1_3.wav,You're always... _there_ for me...,"Implies sarcasm, suggesting the friend is not supportive.",Du bist ja immer für mich da.,data/pragmatic_prosody/wavs/40068/40068_2_1.wav
1314,Your article was highly informative.,Pragmatic Prosody,Sarcasm,Journalism,40071,1,Your article was *highly* informative!,Indicates genuine praise for the article's thorough information.,Ihr Artikel war äußerst informativ.,data/pragmatic_prosody/wavs/40071/40071_1_5.wav,Your article was _highly_ informative...,"Implies sarcasm, suggesting the article was actually lacking in substantial information.","Ihr Artikel war wirklich sehr informativ, nicht wahr?",data/pragmatic_prosody/wavs/40071/40071_2_1.wav
1315,I can tell you spent a lot of time on this piece.,Pragmatic Prosody,Sarcasm,Journalism,40074,1,I can tell you spent *a lot* of time on this piece!,Indicates genuine recognition of the effort put into the work.,"Ich sehe, dass du wirklich viel Zeit für dieses Stück aufgewendet hast.",data/pragmatic_prosody/wavs/40074/40074_1_3.wav,I can tell you spent _a lot_ of time on this piece...,"Implies sarcasm, suggesting the effort was wasted or the output is not impressive.","Ich sehe, dass du anscheinend viel Zeit für dieses Stück aufgewendet hast.",data/pragmatic_prosody/wavs/40074/40074_2_4.wav
1316,That's some breaking news.,Pragmatic Prosody,Sarcasm,Journalism,40075,2,That's *some* breaking news!,Indicates genuine shock or surprise about the news being shared.,Das sind wirklich Neuigkeiten.,data/pragmatic_prosody/wavs/40075/40075_1_3.wav,That's _some_ breaking news...,"Implies sarcasm, suggesting the news is not actually important or surprising.",Das sollen Neuigkeiten sein?,data/pragmatic_prosody/wavs/40075/40075_2_1.wav
1317,Your investigative work is top-notch.,Pragmatic Prosody,Sarcasm,Journalism,40079,1,Your investigative work is *top-notch*!,Indicates genuine appreciation for the high quality of investigative work.,Deine Ermittlungsarbeit ist wirklich erstklassig.,data/pragmatic_prosody/wavs/40079/40079_1_2.wav,Your investigative work is _top-notch_...,"Implies sarcasm, suggesting the investigative work is actually not up to standard.",Deine Ermittlungsarbeit ist wohl erstklassig.,data/pragmatic_prosody/wavs/40079/40079_2_5.wav
1318,Your speech was very engaging.,Pragmatic Prosody,Sarcasm,Public Speaking,40080,1,Your speech was *very* engaging!,Indicates genuine appreciation for the speech being captivating.,Deine Rede war wirklich sehr fesselnd.,data/pragmatic_prosody/wavs/40080/40080_1_0.wav,Your speech... was _very_ engaging...,"Implies that the speech was not engaging at all, mocking.",Deine Rede war ja wirklich sehr fesselnd.,data/pragmatic_prosody/wavs/40080/40080_2_1.wav
