,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
1498,Remember to speak slowly.,Pragmatic Prosody,Politeness,Public Speaking,40277,2,Remember to _speak_ slowly.,A gentle reminder to slow down speech.,ゆっくり話すことを覚えておいてください。,data/pragmatic_prosody/wavs/40277/40277_1_0.wav,Remember to *SPEAK* slowly.,An annoyed emphasis implying the speaker is too fast.,ゆっくり話すって言ったでしょ。,data/pragmatic_prosody/wavs/40277/40277_2_4.wav
1499,What is your main argument?,Pragmatic Prosody,Politeness,Public Speaking,40278,2,What is your _main_ argument?,A simple inquiry about the primary point.,あなたの主な論点は何ですか。,data/pragmatic_prosody/wavs/40278/40278_1_3.wav,What is your *MAIN* argument?,A frustrated question implying the argument is unclear.,あなたの一番の論点は何ですか。,data/pragmatic_prosody/wavs/40278/40278_2_1.wav
1500,Please present your evidence.,Pragmatic Prosody,Politeness,Legal Proceedings,40282,2,Please _present_ your _evidence_.,A polite request to submit evidence.,証拠を提出していただけますか。,data/pragmatic_prosody/wavs/40282/40282_1_4.wav,Please *PRESENT* your *EVIDENCE*.,"A demand with an impatient tone, possibly implying urgency or frustration.",証拠を提出しろ。,data/pragmatic_prosody/wavs/40282/40282_2_1.wav
1501,Are you ready to proceed?,Pragmatic Prosody,Politeness,Legal Proceedings,40283,1,Are you _ready_ to _proceed_?,A polite inquiry if all parties are prepared to continue.,進む準備はできていますか。,data/pragmatic_prosody/wavs/40283/40283_1_2.wav,Are you *READY* to *PROCEED*?,An impatient or frustrated demand about readiness.,本当に進む準備はできているか。,data/pragmatic_prosody/wavs/40283/40283_2_1.wav
1503,Can you explain your actions?,Pragmatic Prosody,Politeness,Legal Proceedings,40285,1,Can you _explain_ your _actions_?,A polite request for an explanation of actions.,あなたの行動について説明していただけますか。,data/pragmatic_prosody/wavs/40285/40285_1_4.wav,Can you *EXPLAIN* your *ACTIONS*?,"A demand for an explanation, implying impatience or frustration.",あなたの行動について説明する気はありますか。,data/pragmatic_prosody/wavs/40285/40285_2_1.wav
1504,Do you have any objections?,Pragmatic Prosody,Politeness,Legal Proceedings,40286,1,Do you _have_ any _objections_?,A polite inquiry about any objections.,何か異議がありますか。,data/pragmatic_prosody/wavs/40286/40286_1_2.wav,Do you *HAVE* any *OBJECTIONS*?,An impatient or frustrated tone asking for objections.,異議でもあるのか。,data/pragmatic_prosody/wavs/40286/40286_2_1.wav
1505,Will you take the stand?,Pragmatic Prosody,Politeness,Legal Proceedings,40288,2,Will you _take_ the _stand_?,A polite request asking a witness if they are ready to testify.,証言台に立っていただけますか。,data/pragmatic_prosody/wavs/40288/40288_1_4.wav,Will you *TAKE* the _stand_?,A rude or impatient demand for the witness to testify.,おい、証言台に立てよ。,data/pragmatic_prosody/wavs/40288/40288_2_2.wav
1506,Do you have anything to add?,Pragmatic Prosody,Politeness,Legal Proceedings,40289,1,Do you _have_ anything to _add_?,A polite question asking if there is more information to share.,何か追加することはありますでしょうか。,data/pragmatic_prosody/wavs/40289/40289_1_5.wav,Do you *HAVE* anything to *ADD*?,An impatient or sarcastic inquiry asking for additional information.,何か追加することがあるのか。,data/pragmatic_prosody/wavs/40289/40289_2_2.wav
1507,Can I have a moment?,Pragmatic Prosody,Politeness,Legal Proceedings,40290,1,Can I have a _moment_?,A polite request for a brief pause or moment.,少しお時間をいただけますか。,data/pragmatic_prosody/wavs/40290/40290_1_2.wav,Can I have a *MOMENT*?,"An exasperated or frustrated request for a pause, implying impatience.",ちょっと黙ってもらえるか。,data/pragmatic_prosody/wavs/40290/40290_2_5.wav
1508,Are you aware of the consequences?,Pragmatic Prosody,Politeness,Legal Proceedings,40291,1,Are you _aware_ of the _consequences_?,A polite inquiry about understanding the consequences.,その結果についてご存知ですか。,data/pragmatic_prosody/wavs/40291/40291_1_2.wav,Are you *AWARE* of the _consequences_?,An impatient or sarcastic question regarding awareness of the consequences.,結果についてわかっているのか。,data/pragmatic_prosody/wavs/40291/40291_2_1.wav
1509,Do you have any further questions?,Pragmatic Prosody,Politeness,Legal Proceedings,40293,1,Do you _have_ any _further questions_?,A polite inquiry about any additional questions.,追加の質問はありますか。,data/pragmatic_prosody/wavs/40293/40293_1_3.wav,Do you *HAVE* any *FURTHER QUESTIONS*?,An impatient or frustrated inquiry about additional questions.,また質問があるのか。,data/pragmatic_prosody/wavs/40293/40293_2_1.wav
1511,Will you follow court etiquette?,Pragmatic Prosody,Politeness,Legal Proceedings,40295,1,Will you _follow_ court _etiquette_?,A polite reminder or request to adhere to court etiquette.,法廷の作法に従っていただけますか。,data/pragmatic_prosody/wavs/40295/40295_1_2.wav,Will you *FOLLOW* court _etiquette_?,An impatient or sarcastic demand to adhere to court etiquette.,法廷の作法に従ってくれるか。,data/pragmatic_prosody/wavs/40295/40295_2_3.wav
1512,Can you please sit down?,Pragmatic Prosody,Politeness,Medical Settings,40296,2,Can you _please_ sit down?,Politely asking the patient to sit down.,どうぞ座っていただけますか。,data/pragmatic_prosody/wavs/40296/40296_1_5.wav,Can you *PLEASE* _sit down_?!,Impatiently demanding the patient to sit down.,座ってくれませんか。,data/pragmatic_prosody/wavs/40296/40296_2_2.wav
1513,Can you describe your symptoms?,Pragmatic Prosody,Politeness,Medical Settings,40298,2,Can you _describe_ your symptoms?,Politely asking for a description of symptoms.,症状を詳しく説明していただけますか。,data/pragmatic_prosody/wavs/40298/40298_1_2.wav,Can you *DESCRIBE* your symptoms?,Impatiently insisting on getting the symptoms described.,あなたの症状を説明できますか。,data/pragmatic_prosody/wavs/40298/40298_2_1.wav
1514,Please hold still for a moment.,Pragmatic Prosody,Politeness,Medical Settings,40299,1,Please _hold still_ for a moment.,Gently requesting the patient to remain still.,少しの間じっとしていてください。,data/pragmatic_prosody/wavs/40299/40299_1_4.wav,Please *HOLD STILL* for a moment!,"Commanding the patient to not move, showing irritation.",いますぐ動かないでください。,data/pragmatic_prosody/wavs/40299/40299_2_1.wav
1516,Why didn't you follow the instructions?,Pragmatic Prosody,Politeness,Medical Settings,40302,1,Why didn't you _follow_ the instructions?,Gently inquiring about not following instructions.,なぜ指示に従わなかったんですか。,data/pragmatic_prosody/wavs/40302/40302_1_5.wav,Why *didn't* you follow the instructions?,"Accusing the patient of not following instructions, with frustration.",どうして指示に従わなかったんだ。,data/pragmatic_prosody/wavs/40302/40302_2_1.wav
1517,I need to draw some blood.,Pragmatic Prosody,Politeness,Medical Settings,40303,2,I _need_ to draw some blood.,Explaining the necessity of drawing blood.,血液を採取する必要があるんです。,data/pragmatic_prosody/wavs/40303/40303_1_4.wav,I *NEED* to draw some blood.,"Firmly stating the need to draw blood, possibly impatiently.",血を採らないといけないんだ。,data/pragmatic_prosody/wavs/40303/40303_2_1.wav
1518,Could you remove your shirt?,Pragmatic Prosody,Politeness,Medical Settings,40304,1,Could you _remove_ your shirt?,Politely asking the patient to remove their shirt for examination.,シャツを脱いでいただけますか。,data/pragmatic_prosody/wavs/40304/40304_1_0.wav,Could you *REMOVE* your shirt?,"Abruptly instructing the patient to take off their shirt, showing impatience.",シャツを脱ぎなさい。,data/pragmatic_prosody/wavs/40304/40304_2_3.wav
1519,It's important that you relax.,Pragmatic Prosody,Politeness,Medical Settings,40306,1,It's _important_ that you _relax_.,Encouraging the patient to relax for their well-being.,大切なのはあなたがリラックスすることです。,data/pragmatic_prosody/wavs/40306/40306_1_2.wav,It's *IMPORTANT* that you *RELAX*.,"Commanding the patient to relax, indicating stress or impatience.",あなたがリラックスすることが重要です。,data/pragmatic_prosody/wavs/40306/40306_2_2.wav
1520,Have you completed your forms?,Pragmatic Prosody,Politeness,Medical Settings,40307,1,Have you _completed_ your forms?,Politely asking if the forms are complete.,書類はもう完成しましたか。,data/pragmatic_prosody/wavs/40307/40307_1_5.wav,Have you *COMPLETED* your forms?,Impatiently inquiring whether the forms are done.,書類は完成しましたか。,data/pragmatic_prosody/wavs/40307/40307_2_1.wav
1521,Please put on the gown.,Pragmatic Prosody,Politeness,Medical Settings,40310,1,Please _put on_ the gown.,Politely instructing to wear the gown.,ガウンを着てください。,data/pragmatic_prosody/wavs/40310/40310_1_5.wav,Please *PUT ON* the gown.,"Abruptly ordering the patient to wear the gown, showing impatience.",ガウンを着なさい。,data/pragmatic_prosody/wavs/40310/40310_2_2.wav
1522,Do you have a reservation?,Pragmatic Prosody,Politeness,Hospitality Industry,40312,2,Do you _have_ a reservation?,A simple inquiry about a reservation.,ご予約はございますか。,data/pragmatic_prosody/wavs/40312/40312_1_5.wav,Do you *HAVE* a *RESERVATION*?,Questioning if someone is authorized or implying they shouldn't be there without a reservation.,予約してるんですか。,data/pragmatic_prosody/wavs/40312/40312_2_1.wav
1523,How can I help you?,Pragmatic Prosody,Politeness,Hospitality Industry,40313,1,How _can_ I _help_ you?,Offering assistance warmly.,私に何か手助けできることはありますか。,data/pragmatic_prosody/wavs/40313/40313_1_2.wav,How *CAN* I *HELP* you?,Implying frustration or exasperation.,一体どうすればいいんですか。,data/pragmatic_prosody/wavs/40313/40313_2_1.wav
1526,Do you need help with your luggage?,Pragmatic Prosody,Politeness,Hospitality Industry,40317,1,Do you _need help_ with your _luggage_?,Offering assistance with luggage.,荷物のお手伝いが必要ですか。,data/pragmatic_prosody/wavs/40317/40317_1_4.wav,Do you *NEED HELP* with your *LUGGAGE*?,Implying that the luggage is a burden or that the person should have asked for help earlier.,荷物の手伝いが本当に必要ですか。,data/pragmatic_prosody/wavs/40317/40317_2_1.wav
1528,Is your room comfortable?,Pragmatic Prosody,Politeness,Hospitality Industry,40319,1,Is your _room_ comfortable?,Genuinely inquiring about the comfort of the room.,あなたの部屋は快適ですか。,data/pragmatic_prosody/wavs/40319/40319_1_3.wav,Is your *ROOM* *COMFORTABLE*?,Suggesting disbelief or impatience regarding complaints.,部屋は快適ですか。,data/pragmatic_prosody/wavs/40319/40319_2_5.wav
1529,Can I clear your plate?,Pragmatic Prosody,Politeness,Hospitality Industry,40321,1,Can I _clear_ your _plate_?,Asking permission to clear the plate.,お皿を片付けてもよろしいですか。,data/pragmatic_prosody/wavs/40321/40321_1_5.wav,Can I *CLEAR* your *PLATE*?,Implying impatience or that the plate should have been cleared already.,もうお皿を下げていいですか。,data/pragmatic_prosody/wavs/40321/40321_2_3.wav
1531,Do you have a loyalty card?,Pragmatic Prosody,Politeness,Retail,40325,2,Do you _have_ a loyalty card?,A courteous inquiry about a loyalty card.,ポイントカードをお持ちですか。,data/pragmatic_prosody/wavs/40325/40325_1_2.wav,Do you *HAVE* a loyalty card?,An impatient question about whether the customer has a loyalty card.,ポイントカードを持ってるのか。,data/pragmatic_prosody/wavs/40325/40325_2_1.wav
1532,Can you please wait a moment?,Pragmatic Prosody,Politeness,Retail,40329,1,Can you please _wait_ a moment?,A courteous request for the customer to wait.,少々お待ちいただけますか。,data/pragmatic_prosody/wavs/40329/40329_1_2.wav,Can you *PLEASE* *WAIT* a moment?,A frustrated plea for patience.,ちょっと待ってもらえますか。,data/pragmatic_prosody/wavs/40329/40329_2_1.wav
1533,We close at 9 PM.,Pragmatic Prosody,Politeness,Retail,40331,1,We _close_ at 9 PM.,Informing business hours politely.,営業時間は午後9時に終了いたします。,data/pragmatic_prosody/wavs/40331/40331_1_4.wav,We *CLOSE* at 9 PM.,Implying the customer should leave soon.,閉店時間は午後9時です。,data/pragmatic_prosody/wavs/40331/40331_2_0.wav
